match_id,team_1,team_2,winner,margin,ground,match_date
1175363,Sunrisers,Royals,Sunrisers,5 wickets,Hyderabad,"Mar 29, 2019"
1175362,RCB,Mumbai,Mumbai,6 runs,Bengaluru,"Mar 28, 2019"
1175361,KKR,Kings XI,KKR,28 runs,Eden Gardens,"Mar 27, 2019"
1175360,Capitals,Super Kings,Super Kings,6 wickets,Delhi,"Mar 26, 2019"
1175359,Royals,Kings XI,Kings XI,14 runs,Jaipur,"Mar 25, 2019"
1175358,Mumbai,Capitals,Capitals,37 runs,Wankhede,"Mar 24, 2019"
1175357,KKR,Sunrisers,KKR,6 wickets,Eden Gardens,"Mar 24, 2019"
1175356,Super Kings,RCB,Super Kings,7 wickets,Chennai,"Mar 23, 2019"
1136620,Super Kings,Sunrisers,Super Kings,8 wickets,Wankhede,"May 27, 2018"
1136619,KKR,Sunrisers,Sunrisers,14 runs,Eden Gardens,"May 25, 2018"
1136618,KKR,Royals,KKR,25 runs,Eden Gardens,"May 23, 2018"
1136617,Super Kings,Sunrisers,Super Kings,2 wickets,Wankhede,"May 22, 2018"
1136616,Super Kings,Kings XI,Super Kings,5 wickets,Pune,"May 20, 2018"
1136615,Daredevils,Mumbai,Daredevils,11 runs,Delhi,"May 20, 2018"
1136614,Sunrisers,KKR,KKR,5 wickets,Hyderabad,"May 19, 2018"
1136613,Royals,RCB,Royals,30 runs,Jaipur,"May 19, 2018"
1136612,Daredevils,Super Kings,Daredevils,34 runs,Delhi,"May 18, 2018"
1136611,RCB,Sunrisers,RCB,14 runs,Bengaluru,"May 17, 2018"
1136610,Mumbai,Kings XI,Mumbai,3 runs,Wankhede,"May 16, 2018"
1136609,KKR,Royals,KKR,6 wickets,Eden Gardens,"May 15, 2018"
1136608,Kings XI,RCB,RCB,10 wickets,Indore,"May 14, 2018"
1136607,Mumbai,Royals,Royals,7 wickets,Wankhede,"May 13, 2018"
1136606,Super Kings,Sunrisers,Super Kings,8 wickets,Pune,"May 13, 2018"
1136605,Daredevils,RCB,RCB,5 wickets,Delhi,"May 12, 2018"
1136604,Kings XI,KKR,KKR,31 runs,Indore,"May 12, 2018"
1136603,Royals,Super Kings,Royals,4 wickets,Jaipur,"May 11, 2018"
1136602,Daredevils,Sunrisers,Sunrisers,9 wickets,Delhi,"May 10, 2018"
1136601,KKR,Mumbai,Mumbai,102 runs,Eden Gardens,"May 9, 2018"
1136600,Royals,Kings XI,Royals,15 runs,Jaipur,"May 8, 2018"
1136599,Sunrisers,RCB,Sunrisers,5 runs,Hyderabad,"May 7, 2018"
1136598,Kings XI,Royals,Kings XI,6 wickets,Indore,"May 6, 2018"
1136597,Mumbai,KKR,Mumbai,13 runs,Wankhede,"May 6, 2018"
1136596,Sunrisers,Daredevils,Sunrisers,7 wickets,Hyderabad,"May 5, 2018"
1136595,Super Kings,RCB,Super Kings,6 wickets,Pune,"May 5, 2018"
1136594,Kings XI,Mumbai,Mumbai,6 wickets,Indore,"May 4, 2018"
1136593,KKR,Super Kings,KKR,6 wickets,Eden Gardens,"May 3, 2018"
1136592,Daredevils,Royals,Daredevils,4 runs,Delhi,"May 2, 2018"
1136591,RCB,Mumbai,RCB,14 runs,Bengaluru,"May 1, 2018"
1136590,Super Kings,Daredevils,Super Kings,13 runs,Pune,"Apr 30, 2018"
1136589,RCB,KKR,KKR,6 wickets,Bengaluru,"Apr 29, 2018"
1136588,Royals,Sunrisers,Sunrisers,11 runs,Jaipur,"Apr 29, 2018"
1136587,Super Kings,Mumbai,Mumbai,8 wickets,Pune,"Apr 28, 2018"
1136586,Daredevils,KKR,Daredevils,55 runs,Delhi,"Apr 27, 2018"
1136585,Sunrisers,Kings XI,Sunrisers,13 runs,Hyderabad,"Apr 26, 2018"
1136584,RCB,Super Kings,Super Kings,5 wickets,Bengaluru,"Apr 25, 2018"
1136583,Mumbai,Sunrisers,Sunrisers,31 runs,Wankhede,"Apr 24, 2018"
1136582,Daredevils,Kings XI,Kings XI,4 runs,Delhi,"Apr 23, 2018"
1136581,Royals,Mumbai,Royals,3 wickets,Jaipur,"Apr 22, 2018"
1136580,Sunrisers,Super Kings,Super Kings,4 runs,Hyderabad,"Apr 22, 2018"
1136579,RCB,Daredevils,RCB,6 wickets,Bengaluru,"Apr 21, 2018"
1136578,KKR,Kings XI,Kings XI,9 wickets,Eden Gardens,"Apr 21, 2018"
1136577,Super Kings,Royals,Super Kings,64 runs,Pune,"Apr 20, 2018"
1136576,Kings XI,Sunrisers,Kings XI,15 runs,Mohali,"Apr 19, 2018"
1136575,Royals,KKR,KKR,7 wickets,Jaipur,"Apr 18, 2018"
1136574,Mumbai,RCB,Mumbai,46 runs,Wankhede,"Apr 17, 2018"
1136573,KKR,Daredevils,KKR,71 runs,Eden Gardens,"Apr 16, 2018"
1136572,Kings XI,Super Kings,Kings XI,4 runs,Mohali,"Apr 15, 2018"
1136571,RCB,Royals,Royals,19 runs,Bengaluru,"Apr 15, 2018"
1136570,KKR,Sunrisers,Sunrisers,5 wickets,Eden Gardens,"Apr 14, 2018"
1136569,Mumbai,Daredevils,Daredevils,7 wickets,Wankhede,"Apr 14, 2018"
1136568,RCB,Kings XI,RCB,4 wickets,Bengaluru,"Apr 13, 2018"
1136567,Sunrisers,Mumbai,Sunrisers,1 wicket,Hyderabad,"Apr 12, 2018"
1136566,Royals,Daredevils,Royals,10 runs,Jaipur,"Apr 11, 2018"
1136565,Super Kings,KKR,Super Kings,5 wickets,Chennai,"Apr 10, 2018"
1136564,Sunrisers,Royals,Sunrisers,9 wickets,Hyderabad,"Apr 9, 2018"
1136563,KKR,RCB,KKR,4 wickets,Eden Gardens,"Apr 8, 2018"
1136562,Kings XI,Daredevils,Kings XI,6 wickets,Mohali,"Apr 8, 2018"
1136561,Mumbai,Super Kings,Super Kings,1 wicket,Wankhede,"Apr 7, 2018"
1082650,Mumbai,Supergiant,Mumbai,1 run,Hyderabad,"May 21, 2017"
1082649,KKR,Mumbai,Mumbai,6 wickets,Bengaluru,"May 19, 2017"
1082648,KKR,Sunrisers,KKR,7 wickets,Bengaluru,"May 17, 2017"
1082647,Mumbai,Supergiant,Supergiant,20 runs,Wankhede,"May 16, 2017"
1082646,Daredevils,RCB,RCB,10 runs,Delhi,"May 14, 2017"
1082645,Supergiant,Kings XI,Supergiant,9 wickets,Pune,"May 14, 2017"
1082644,KKR,Mumbai,Mumbai,9 runs,Eden Gardens,"May 13, 2017"
1082643,Guj Lions,Sunrisers,Sunrisers,8 wickets,Kanpur,"May 13, 2017"
1082642,Daredevils,Supergiant,Daredevils,7 runs,Delhi,"May 12, 2017"
1082641,Mumbai,Kings XI,Kings XI,7 runs,Wankhede,"May 11, 2017"
1082640,Guj Lions,Daredevils,Daredevils,2 wickets,Kanpur,"May 10, 2017"
1082639,Kings XI,KKR,Kings XI,14 runs,Mohali,"May 9, 2017"
1082638,Sunrisers,Mumbai,Sunrisers,7 wickets,Hyderabad,"May 8, 2017"
1082637,Kings XI,Guj Lions,Guj Lions,6 wickets,Mohali,"May 7, 2017"
1082636,RCB,KKR,KKR,6 wickets,Bengaluru,"May 7, 2017"
1082635,Daredevils,Mumbai,Mumbai,146 runs,Delhi,"May 6, 2017"
1082634,Sunrisers,Supergiant,Supergiant,12 runs,Hyderabad,"May 6, 2017"
1082633,RCB,Kings XI,Kings XI,19 runs,Bengaluru,"May 5, 2017"
1082632,Daredevils,Guj Lions,Daredevils,7 wickets,Delhi,"May 4, 2017"
1082631,KKR,Supergiant,Supergiant,4 wickets,Eden Gardens,"May 3, 2017"
1082630,Daredevils,Sunrisers,Daredevils,6 wickets,Delhi,"May 2, 2017"
1082629,Supergiant,Guj Lions,Supergiant,5 wickets,Pune,"May 1, 2017"
1082628,Mumbai,RCB,Mumbai,5 wickets,Wankhede,"May 1, 2017"
1082627,Sunrisers,KKR,Sunrisers,48 runs,Hyderabad,"Apr 30, 2017"
1082626,Kings XI,Daredevils,Kings XI,10 wickets,Mohali,"Apr 30, 2017"
1082625,Guj Lions,Mumbai,tied,-,Rajkot,"Apr 29, 2017"
1082624,Supergiant,RCB,Supergiant,61 runs,Pune,"Apr 29, 2017"
1082623,Kings XI,Sunrisers,Sunrisers,26 runs,Mohali,"Apr 28, 2017"
1082622,KKR,Daredevils,KKR,7 wickets,Eden Gardens,"Apr 28, 2017"
1082621,RCB,Guj Lions,Guj Lions,7 wickets,Bengaluru,"Apr 27, 2017"
1082620,Supergiant,KKR,KKR,7 wickets,Pune,"Apr 26, 2017"
1082618,Mumbai,Supergiant,Supergiant,3 runs,Wankhede,"Apr 24, 2017"
1082617,KKR,RCB,KKR,82 runs,Eden Gardens,"Apr 23, 2017"
1082616,Guj Lions,Kings XI,Kings XI,26 runs,Rajkot,"Apr 23, 2017"
1082614,Mumbai,Daredevils,Mumbai,14 runs,Wankhede,"Apr 22, 2017"
1082615,Supergiant,Sunrisers,Supergiant,6 wickets,Pune,"Apr 22, 2017"
1082613,KKR,Guj Lions,Guj Lions,4 wickets,Eden Gardens,"Apr 21, 2017"
1082612,Kings XI,Mumbai,Mumbai,8 wickets,Indore,"Apr 20, 2017"
1082611,Sunrisers,Daredevils,Sunrisers,15 runs,Hyderabad,"Apr 19, 2017"
1082610,Guj Lions,RCB,RCB,21 runs,Rajkot,"Apr 18, 2017"
1082609,Sunrisers,Kings XI,Sunrisers,5 runs,Hyderabad,"Apr 17, 2017"
1082608,Daredevils,KKR,KKR,4 wickets,Delhi,"Apr 17, 2017"
1082607,RCB,Supergiant,Supergiant,27 runs,Bengaluru,"Apr 16, 2017"
1082606,Mumbai,Guj Lions,Mumbai,6 wickets,Wankhede,"Apr 16, 2017"
1082605,Daredevils,Kings XI,Daredevils,51 runs,Delhi,"Apr 15, 2017"
1082604,KKR,Sunrisers,KKR,17 runs,Eden Gardens,"Apr 15, 2017"
1082603,Guj Lions,Supergiant,Guj Lions,7 wickets,Rajkot,"Apr 14, 2017"
1082602,RCB,Mumbai,Mumbai,4 wickets,Bengaluru,"Apr 14, 2017"
1082601,KKR,Kings XI,KKR,8 wickets,Eden Gardens,"Apr 13, 2017"
1082600,Mumbai,Sunrisers,Mumbai,4 wickets,Wankhede,"Apr 12, 2017"
1082599,Supergiant,Daredevils,Daredevils,97 runs,Pune,"Apr 11, 2017"
1082598,Kings XI,RCB,Kings XI,8 wickets,Indore,"Apr 10, 2017"
1082597,Mumbai,KKR,Mumbai,4 wickets,Wankhede,"Apr 9, 2017"
1082596,Sunrisers,Guj Lions,Sunrisers,9 wickets,Hyderabad,"Apr 9, 2017"
1082595,RCB,Daredevils,RCB,15 runs,Bengaluru,"Apr 8, 2017"
1082594,Kings XI,Supergiant,Kings XI,6 wickets,Indore,"Apr 8, 2017"
1082593,Guj Lions,KKR,KKR,10 wickets,Rajkot,"Apr 7, 2017"
1082592,Supergiant,Mumbai,Supergiant,7 wickets,Pune,"Apr 6, 2017"
1082591,Sunrisers,RCB,Sunrisers,35 runs,Hyderabad,"Apr 5, 2017"
981019,RCB,Sunrisers,Sunrisers,8 runs,Bengaluru,"May 29, 2016"
981017,Guj Lions,Sunrisers,Sunrisers,4 wickets,Delhi,"May 27, 2016"
981015,KKR,Sunrisers,Sunrisers,22 runs,Delhi,"May 25, 2016"
981013,RCB,Guj Lions,RCB,4 wickets,Bengaluru,"May 24, 2016"
981011,Daredevils,RCB,RCB,6 wickets,Raipur,"May 22, 2016"
981009,KKR,Sunrisers,KKR,22 runs,Eden Gardens,"May 22, 2016"
981007,Guj Lions,Mumbai,Guj Lions,6 wickets,Kanpur,"May 21, 2016"
981005,Supergiants,Kings XI,Supergiants,4 wickets,Visakhapatnam,"May 21, 2016"
981003,Daredevils,Sunrisers,Daredevils,6 wickets,Raipur,"May 20, 2016"
981001,Guj Lions,KKR,Guj Lions,6 wickets,Kanpur,"May 19, 2016"
980999,RCB,Kings XI,RCB,82 runs,Bengaluru,"May 18, 2016"
980997,Supergiants,Daredevils,Supergiants,19 runs,Visakhapatnam,"May 17, 2016"
980995,KKR,RCB,RCB,9 wickets,Eden Gardens,"May 16, 2016"
980993,Mumbai,Daredevils,Mumbai,80 runs,Visakhapatnam,"May 15, 2016"
980991,Kings XI,Sunrisers,Sunrisers,7 wickets,Mohali,"May 15, 2016"
980989,KKR,Supergiants,KKR,8 wickets,Eden Gardens,"May 14, 2016"
980987,RCB,Guj Lions,RCB,144 runs,Bengaluru,"May 14, 2016"
980985,Mumbai,Kings XI,Kings XI,7 wickets,Visakhapatnam,"May 13, 2016"
980983,Sunrisers,Daredevils,Daredevils,7 wickets,Hyderabad,"May 12, 2016"
980981,RCB,Mumbai,Mumbai,6 wickets,Bengaluru,"May 11, 2016"
980979,Supergiants,Sunrisers,Sunrisers,4 runs,Visakhapatnam,"May 10, 2016"
980977,Kings XI,RCB,RCB,1 run,Mohali,"May 9, 2016"
980975,KKR,Guj Lions,Guj Lions,5 wickets,Eden Gardens,"May 8, 2016"
980973,Mumbai,Sunrisers,Sunrisers,85 runs,Visakhapatnam,"May 8, 2016"
980971,Kings XI,Daredevils,Kings XI,9 runs,Mohali,"May 7, 2016"
980969,RCB,Supergiants,RCB,7 wickets,Bengaluru,"May 7, 2016"
980967,Sunrisers,Guj Lions,Sunrisers,5 wickets,Hyderabad,"May 6, 2016"
980965,Daredevils,Supergiants,Supergiants,7 wickets,Delhi,"May 5, 2016"
980963,KKR,Kings XI,KKR,7 runs,Eden Gardens,"May 4, 2016"
980961,Guj Lions,Daredevils,Daredevils,8 wickets,Rajkot,"May 3, 2016"
980959,RCB,KKR,KKR,5 wickets,Bengaluru,"May 2, 2016"
980957,Supergiants,Mumbai,Mumbai,8 wickets,Pune,"May 1, 2016"
980955,Guj Lions,Kings XI,Kings XI,23 runs,Rajkot,"May 1, 2016"
980953,Sunrisers,RCB,Sunrisers,15 runs,Hyderabad,"Apr 30, 2016"
980951,Daredevils,KKR,Daredevils,27 runs,Delhi,"Apr 30, 2016"
980949,Supergiants,Guj Lions,Guj Lions,3 wickets,Pune,"Apr 29, 2016"
980947,Mumbai,KKR,Mumbai,6 wickets,Wankhede,"Apr 28, 2016"
980945,Daredevils,Guj Lions,Guj Lions,1 run,Delhi,"Apr 27, 2016"
980943,Sunrisers,Supergiants,Supergiants,34 runs,Hyderabad,"Apr 26, 2016"
980941,Kings XI,Mumbai,Mumbai,25 runs,Mohali,"Apr 25, 2016"
980939,Supergiants,KKR,KKR,2 wickets,Pune,"Apr 24, 2016"
980937,Guj Lions,RCB,Guj Lions,6 wickets,Rajkot,"Apr 24, 2016"
980935,Sunrisers,Kings XI,Sunrisers,5 wickets,Hyderabad,"Apr 23, 2016"
980933,Daredevils,Mumbai,Daredevils,10 runs,Delhi,"Apr 23, 2016"
980931,Supergiants,RCB,RCB,13 runs,Pune,"Apr 22, 2016"
980929,Guj Lions,Sunrisers,Sunrisers,10 wickets,Rajkot,"Apr 21, 2016"
980927,Mumbai,RCB,Mumbai,6 wickets,Wankhede,"Apr 20, 2016"
980925,Kings XI,KKR,KKR,6 wickets,Mohali,"Apr 19, 2016"
980923,Sunrisers,Mumbai,Sunrisers,7 wickets,Hyderabad,"Apr 18, 2016"
980921,RCB,Daredevils,Daredevils,7 wickets,Bengaluru,"Apr 17, 2016"
980919,Kings XI,Supergiants,Kings XI,6 wickets,Mohali,"Apr 17, 2016"
980917,Mumbai,Guj Lions,Guj Lions,3 wickets,Wankhede,"Apr 16, 2016"
980915,Sunrisers,KKR,KKR,8 wickets,Hyderabad,"Apr 16, 2016"
980913,Daredevils,Kings XI,Daredevils,8 wickets,Delhi,"Apr 15, 2016"
980911,Guj Lions,Supergiants,Guj Lions,7 wickets,Rajkot,"Apr 14, 2016"
980909,KKR,Mumbai,Mumbai,6 wickets,Eden Gardens,"Apr 13, 2016"
980907,RCB,Sunrisers,RCB,45 runs,Bengaluru,"Apr 12, 2016"
980905,Kings XI,Guj Lions,Guj Lions,5 wickets,Mohali,"Apr 11, 2016"
980903,KKR,Daredevils,KKR,9 wickets,Eden Gardens,"Apr 10, 2016"
980901,Mumbai,Supergiants,Supergiants,9 wickets,Wankhede,"Apr 9, 2016"
829823,Super Kings,Mumbai,Mumbai,41 runs,Eden Gardens,"May 24, 2015"
829821,Super Kings,RCB,Super Kings,3 wickets,Ranchi,"May 22, 2015"
829819,Royals,RCB,RCB,71 runs,Pune,"May 20, 2015"
829817,Super Kings,Mumbai,Mumbai,25 runs,Wankhede,"May 19, 2015"
829815,Sunrisers,Mumbai,Mumbai,9 wickets,Hyderabad,"May 17, 2015"
829813,RCB,Daredevils,no result,-,Bengaluru,"May 17, 2015"
829811,Royals,KKR,Royals,9 runs,Brabourne,"May 16, 2015"
829809,Kings XI,Super Kings,Super Kings,7 wickets,Mohali,"May 16, 2015"
829807,Sunrisers,RCB,RCB,6 wickets,Hyderabad,"May 15, 2015"
829805,Mumbai,KKR,Mumbai,5 runs,Wankhede,"May 14, 2015"
829803,Kings XI,RCB,Kings XI,22 runs,Mohali,"May 13, 2015"
829801,Daredevils,Super Kings,Daredevils,6 wickets,Raipur,"May 12, 2015"
829799,Sunrisers,Kings XI,Sunrisers,5 runs,Hyderabad,"May 11, 2015"
829797,Super Kings,Royals,Super Kings,12 runs,Chennai,"May 10, 2015"
829795,Mumbai,RCB,RCB,39 runs,Wankhede,"May 10, 2015"
829793,Daredevils,Sunrisers,Sunrisers,6 runs,Raipur,"May 9, 2015"
829791,KKR,Kings XI,KKR,1 wicket,Eden Gardens,"May 9, 2015"
829789,Super Kings,Mumbai,Mumbai,6 wickets,Chennai,"May 8, 2015"
829761,KKR,Daredevils,KKR,13 runs,Eden Gardens,"May 7, 2015"
829787,Royals,Sunrisers,Sunrisers,7 runs,Brabourne,"May 7, 2015"
829785,RCB,Kings XI,RCB,138 runs,Bengaluru,"May 6, 2015"
829783,Mumbai,Daredevils,Mumbai,5 wickets,Wankhede,"May 5, 2015"
829781,KKR,Sunrisers,KKR,35 runs,Eden Gardens,"May 4, 2015"
829779,Super Kings,RCB,Super Kings,24 runs,Chennai,"May 4, 2015"
829777,Royals,Daredevils,Royals,14 runs,Brabourne,"May 3, 2015"
829775,Kings XI,Mumbai,Mumbai,23 runs,Mohali,"May 3, 2015"
829773,Sunrisers,Super Kings,Sunrisers,22 runs,Hyderabad,"May 2, 2015"
829771,RCB,KKR,RCB,7 wickets,Bengaluru,"May 2, 2015"
829769,Mumbai,Royals,Mumbai,8 runs,Wankhede,"May 1, 2015"
829767,Daredevils,Kings XI,Daredevils,9 wickets,Delhi,"May 1, 2015"
829723,KKR,Super Kings,KKR,7 wickets,Eden Gardens,"Apr 30, 2015"
829763,RCB,Royals,no result,-,Bengaluru,"Apr 29, 2015"
829765,Super Kings,KKR,Super Kings,2 runs,Chennai,"Apr 28, 2015"
829759,Kings XI,Sunrisers,Sunrisers,20 runs,Mohali,"Apr 27, 2015"
829757,Daredevils,RCB,RCB,10 wickets,Delhi,"Apr 26, 2015"
829753,Super Kings,Kings XI,Super Kings,97 runs,Chennai,"Apr 25, 2015"
829751,Mumbai,Sunrisers,Mumbai,20 runs,Wankhede,"Apr 25, 2015"
829749,Royals,RCB,RCB,9 wickets,Ahmedabad,"Apr 24, 2015"
829747,Daredevils,Mumbai,Daredevils,37 runs,Delhi,"Apr 23, 2015"
829745,RCB,Super Kings,Super Kings,27 runs,Bengaluru,"Apr 22, 2015"
829743,Sunrisers,KKR,Sunrisers,16 runs,Visakhapatnam,"Apr 22, 2015"
829741,Royals,Kings XI,tied,-,Ahmedabad,"Apr 21, 2015"
829739,Daredevils,KKR,KKR,6 wickets,Delhi,"Apr 20, 2015"
829737,RCB,Mumbai,Mumbai,18 runs,Bengaluru,"Apr 19, 2015"
829735,Royals,Super Kings,Royals,8 wickets,Ahmedabad,"Apr 19, 2015"
829733,Kings XI,KKR,KKR,4 wickets,Pune,"Apr 18, 2015"
829731,Sunrisers,Daredevils,Daredevils,4 runs,Visakhapatnam,"Apr 18, 2015"
829729,Mumbai,Super Kings,Super Kings,6 wickets,Wankhede,"Apr 17, 2015"
829727,Sunrisers,Royals,Royals,6 wickets,Visakhapatnam,"Apr 16, 2015"
829725,Kings XI,Daredevils,Daredevils,5 wickets,Pune,"Apr 15, 2015"
829721,Royals,Mumbai,Royals,7 wickets,Ahmedabad,"Apr 14, 2015"
829719,RCB,Sunrisers,Sunrisers,8 wickets,Bengaluru,"Apr 13, 2015"
829717,Mumbai,Kings XI,Kings XI,18 runs,Wankhede,"Apr 12, 2015"
829715,Daredevils,Royals,Royals,3 wickets,Delhi,"Apr 12, 2015"
829713,KKR,RCB,RCB,3 wickets,Eden Gardens,"Apr 11, 2015"
829711,Super Kings,Sunrisers,Super Kings,45 runs,Chennai,"Apr 11, 2015"
829709,Kings XI,Royals,Royals,26 runs,Pune,"Apr 10, 2015"
829707,Super Kings,Daredevils,Super Kings,1 run,Chennai,"Apr 9, 2015"
829705,KKR,Mumbai,KKR,7 wickets,Eden Gardens,"Apr 8, 2015"
734049,Kings XI,KKR,KKR,3 wickets,Bengaluru,"Jun 1, 2014"
734047,Super Kings,Kings XI,Kings XI,24 runs,Wankhede,"May 30, 2014"
734045,Mumbai,Super Kings,Super Kings,7 wickets,Brabourne,"May 28, 2014"
